rna_id	rna_type	rna_subtype
99939	Bacterial sRNA	sau-50
24779	tRNA	tRNA
100084	ClpQY promoter	ClpQY_promoter
15139	16S	16S
15138	16S	16S
15133	16S	16S
15132	16S	16S
15131	16S	16S
15130	16S	16S
15137	16S	16S
15136	16S	16S
15135	16S	16S
15134	16S	16S
24778	tRNA	tRNA
33894	tRNA	tRNA
33895	tRNA	tRNA
33896	tRNA	tRNA
33897	tRNA	tRNA
33890	tRNA	tRNA
33891	tRNA	tRNA
33892	tRNA	tRNA
33893	tRNA	tRNA
78114	miRNA	mir-210
78115	miRNA	mir-210
78116	miRNA	mir-210
78117	miRNA	mir-210
33898	tRNA	tRNA
33899	tRNA	tRNA
78112	miRNA	mir-210
78113	miRNA	mir-210
88522	Ribosomal RNA	L17DE
88523	Ribosomal RNA	L17DE
88520	Ribosomal RNA	L17DE
88521	Ribosomal RNA	L17DE
88526	Ribosomal RNA	L17DE
88527	Ribosomal RNA	L17DE
88524	Ribosomal RNA	L17DE
88525	Ribosomal RNA	L17DE
88528	Ribosomal RNA	L17DE
88529	Ribosomal RNA	L17DE
31492	tRNA	tRNA
31493	tRNA	tRNA
31490	tRNA	tRNA
31491	tRNA	tRNA
31496	tRNA	tRNA
31497	tRNA	tRNA
31494	tRNA	tRNA
31495	tRNA	tRNA
31498	tRNA	tRNA
31499	tRNA	tRNA
47251	tRNA	tRNA
47250	tRNA	tRNA
47253	tRNA	tRNA
47252	tRNA	tRNA
47255	tRNA	tRNA
47254	tRNA	tRNA
47257	tRNA	tRNA
47256	tRNA	tRNA
47259	tRNA	tRNA
47258	tRNA	tRNA
83952	Bacterial sRNA	isrI
39736	tRNA	tRNA
39735	tRNA	tRNA
39734	tRNA	tRNA
39733	tRNA	tRNA
39732	tRNA	tRNA
39731	tRNA	tRNA
39730	tRNA	tRNA
77069	miRNA	mir-154
77068	miRNA	mir-154
77061	miRNA	mir-154
77060	miRNA	mir-154
77063	miRNA	mir-154
77062	miRNA	mir-154
77065	miRNA	mir-154
77064	miRNA	mir-154
77067	miRNA	mir-154
77066	miRNA	mir-154
19748	5S	5S
19749	5S	5S
19740	5S	5S
19741	5S	5S
19742	5S	5S
19743	5S	5S
19744	5S	5S
19745	5S	5S
19746	5S	5S
19747	5S	5S
33578	tRNA	tRNA
23022	tRNA	tRNA
81819	Ribosomal RNA	RF_site5
81818	Ribosomal RNA	RF_site5
81815	Ribosomal RNA	RF_site5
81814	Ribosomal RNA	RF_site5
81817	Ribosomal RNA	RF_site5
81816	Ribosomal RNA	RF_site5
81811	Ribosomal RNA	RF_site5
81810	Ribosomal RNA	RF_site5
81813	Ribosomal RNA	RF_site5
81812	Ribosomal RNA	RF_site5
42371	tRNA	tRNA
42370	tRNA	tRNA
42373	tRNA	tRNA
42372	tRNA	tRNA
42375	tRNA	tRNA
42374	tRNA	tRNA
42377	tRNA	tRNA
42376	tRNA	tRNA
42379	tRNA	tRNA
42378	tRNA	tRNA
80142	miRNA	mir-551
80143	miRNA	mir-551
80144	miRNA	mir-551
80145	miRNA	mir-551
80146	miRNA	mir-551
80147	miRNA	mir-551
98801	miRNA	mir-785
4327	16S	16S
6259	16S	16S
6258	16S	16S
6253	16S	16S
6252	16S	16S
6251	16S	16S
6250	16S	16S
6257	16S	16S
6256	16S	16S
6255	16S	16S
6254	16S	16S
70309	snoRNA	snoZ175
70308	snoRNA	snoZ175
70301	snoRNA	snoZ163
70300	snoRNA	snoZ163
70303	snoRNA	snoZ163
70302	snoRNA	snoZ163
70305	snoRNA	snoZ175
70304	snoRNA	snoZ175
70307	snoRNA	snoZ175
70306	snoRNA	snoZ175
42995	tRNA	tRNA
42994	tRNA	tRNA
42997	tRNA	tRNA
42996	tRNA	tRNA
42991	tRNA	tRNA
42990	tRNA	tRNA
42993	tRNA	tRNA
42992	tRNA	tRNA
42999	tRNA	tRNA
42998	tRNA	tRNA
31428	tRNA	tRNA
87573	Downstream peptide RNA	Downstream-peptide
87574	Downstream peptide RNA	Downstream-peptide
87575	Downstream peptide RNA	Downstream-peptide
87576	Downstream peptide RNA	Downstream-peptide
87577	Downstream peptide RNA	Downstream-peptide
12915	16S	16S
5249	16S	16S
5248	16S	16S
1728	16S	16S
1729	16S	16S
1726	16S	16S
5244	16S	16S
5247	16S	16S
5246	16S	16S
1722	16S	16S
1723	16S	16S
1720	16S	16S
1721	16S	16S
468	16S	16S
94912	Non-coding RNA LOC285194	TUSC7
94913	Non-coding RNA LOC285194	TUSC7
94910	Non-coding RNA LOC285194	TUSC7
94911	Non-coding RNA LOC285194	TUSC7
94916	Non-coding RNA LOC285194	TUSC7
94917	Non-coding RNA LOC285194	TUSC7
17968	5S	5S
17969	5S	5S
17966	5S	5S
17967	5S	5S
17964	5S	5S
17965	5S	5S
17962	5S	5S
17963	5S	5S
17960	5S	5S
17961	5S	5S
82179	Pseudoknot Forming RNA	PK-G12rRNA
82178	Pseudoknot Forming RNA	PK-G12rRNA
12468	16S	16S
12469	16S	16S
12464	16S	16S
12465	16S	16S
12466	16S	16S
12467	16S	16S
12460	16S	16S
12461	16S	16S
12462	16S	16S
12463	16S	16S
37729	tRNA	tRNA
90190	asd RNA	asd
37727	tRNA	tRNA
37724	tRNA	tRNA
37725	tRNA	tRNA
60844	RNA Fragment	RNaseP_bact_a
81488	ATPC RNA motif	ATPC
81489	ATPC RNA motif	ATPC
81482	ATPC RNA motif	ATPC
81483	ATPC RNA motif	ATPC
81480	ATPC RNA motif	ATPC
81481	ATPC RNA motif	ATPC
81486	ATPC RNA motif	ATPC
81487	ATPC RNA motif	ATPC
81484	ATPC RNA motif	ATPC
81485	ATPC RNA motif	ATPC
65567	t44 RNA	t44
65566	t44 RNA	t44
65565	t44 RNA	t44
65564	t44 RNA	t44
65563	t44 RNA	t44
65562	t44 RNA	t44
65561	t44 RNA	t44
65560	t44 RNA	t44
49055	tRNA	tRNA
49054	tRNA	tRNA
49057	tRNA	tRNA
49056	tRNA	tRNA
49051	tRNA	tRNA
49050	tRNA	tRNA
49053	tRNA	tRNA
49052	tRNA	tRNA
2550	16S	16S
2551	16S	16S
2552	16S	16S
2553	16S	16S
2554	16S	16S
2555	16S	16S
2556	16S	16S
2557	16S	16S
2558	16S	16S
2559	16S	16S
57232	snoRNA	srpRNA
57233	snoRNA	srpRNA
57230	snoRNA	srpRNA
57231	snoRNA	srpRNA
57236	snoRNA	srpRNA
57237	snoRNA	srpRNA
57234	snoRNA	srpRNA
57235	snoRNA	srpRNA
57238	snoRNA	srpRNA
57239	snoRNA	srpRNA
55154	16S	16S
46559	tRNA	tRNA
46558	tRNA	tRNA
46551	tRNA	tRNA
46550	tRNA	tRNA
46553	tRNA	tRNA
46552	tRNA	tRNA
46555	tRNA	tRNA
46554	tRNA	tRNA
46557	tRNA	tRNA
46556	tRNA	tRNA
94130	Early nodulin 40	enod40
94131	Early nodulin 40	enod40
94132	Early nodulin 40	enod40
94133	snoRNA	Fungi_U3
17148	16S	16S
17149	16S	16S
94136	snoRNA	Fungi_U3
94137	snoRNA	Fungi_U3
17144	16S	16S
17145	16S	16S
17146	16S	16S
17147	16S	16S
17140	16S	16S
17141	16S	16S
17142	16S	16S
17143	16S	16S
60429	Vault RNA	Vault
60428	Vault RNA	Vault
60421	Vault RNA	Vault
60420	Vault RNA	Vault
60423	Vault RNA	Vault
60422	Vault RNA	Vault
60425	Vault RNA	Vault
60424	Vault RNA	Vault
60427	Vault RNA	Vault
60426	Vault RNA	Vault
919	16S	16S
918	16S	16S
915	16S	16S
914	16S	16S
917	16S	16S
916	16S	16S
911	16S	16S
910	16S	16S
913	16S	16S
912	16S	16S
64216	Riboswitch	TPP
64217	Riboswitch	TPP
64214	Riboswitch	TPP
64215	Riboswitch	TPP
64212	Riboswitch	TPP
64213	Riboswitch	TPP
64210	Riboswitch	TPP
64211	Riboswitch	TPP
64218	Riboswitch	TPP
64219	Riboswitch	TPP
99289	Bacterial sRNA	ar7
99288	Bacterial sRNA	ar7
99281	Viral RNA	ncrMT1302
99280	miRNA	DENV_SLA
99283	Viral RNA	ncrMT1302
99282	Viral RNA	ncrMT1302
99285	Viral RNA	ncrMT1302
99284	Viral RNA	ncrMT1302
99287	Viral RNA	ncrMT1302
99286	Viral RNA	ncrMT1302
27594	tRNA	tRNA
27595	tRNA	tRNA
27596	tRNA	tRNA
27597	tRNA	tRNA
27590	tRNA	tRNA
27591	tRNA	tRNA
27592	tRNA	tRNA
27593	tRNA	tRNA
27598	tRNA	tRNA
27599	tRNA	tRNA
55153	16S	16S
95663	Group II intron	group-II-D1D4-1
95662	Group II intron	group-II-D1D4-1
95661	Group II intron	group-II-D1D4-1
95660	Group II intron	group-II-D1D4-1
95667	Group II intron	group-II-D1D4-1
95666	Group II intron	group-II-D1D4-1
95665	Group II intron	group-II-D1D4-1
95664	Group II intron	group-II-D1D4-1
95669	Group II intron	group-II-D1D4-1
95668	Group II intron	group-II-D1D4-1
95618	Group II intron	group-II-D1D4-1
34280	tRNA	tRNA
34281	tRNA	tRNA
34282	tRNA	tRNA
34283	tRNA	tRNA
34284	tRNA	tRNA
34285	tRNA	tRNA
34286	tRNA	tRNA
34287	tRNA	tRNA
34288	tRNA	tRNA
34289	tRNA	tRNA
72051	snoRNA	SNORA1
72050	snoRNA	SNORA1
72057	snoRNA	SNORA1
72056	snoRNA	SNORA1
72055	snoRNA	SNORA1
72054	snoRNA	SNORA1
78684	miRNA	mir-449
78685	miRNA	mir-449
78686	miRNA	mir-449
78687	miRNA	mir-449
78680	miRNA	mir-449
78681	miRNA	mir-449
78682	miRNA	mir-449
78683	miRNA	mir-449
78688	miRNA	mir-449
78689	miRNA	mir-460
26647	tRNA	tRNA
26646	tRNA	tRNA
26645	tRNA	tRNA
26644	tRNA	tRNA
26643	tRNA	tRNA
26642	tRNA	tRNA
26641	tRNA	tRNA
26640	tRNA	tRNA
92578	sbcD RNA	sbcD
92579	sbcD RNA	sbcD
26649	tRNA	tRNA
26648	tRNA	tRNA
66214	snoRNA	SNORA70
66215	snoRNA	SNORA70
66216	snoRNA	SNORA70
50308	tRNA	tRNA
66210	snoRNA	SNORA70
66211	snoRNA	SNORA70
66212	snoRNA	SNORA70
66213	snoRNA	SNORA70
50303	tRNA	tRNA
50302	tRNA	tRNA
50301	tRNA	tRNA
50300	tRNA	tRNA
50307	tRNA	tRNA
50306	tRNA	tRNA
50305	tRNA	tRNA
50304	tRNA	tRNA
68847	internal ribosome entry site RNA	IRES_Picorna
68846	internal ribosome entry site RNA	IRES_Picorna
68845	internal ribosome entry site RNA	IRES_Picorna
68844	internal ribosome entry site RNA	IRES_Picorna
68843	internal ribosome entry site RNA	IRES_Picorna
68842	internal ribosome entry site RNA	IRES_Picorna
68841	internal ribosome entry site RNA	IRES_Picorna
68840	internal ribosome entry site RNA	IRES_Picorna
68849	internal ribosome entry site RNA	IRES_Picorna
68848	internal ribosome entry site RNA	IRES_Picorna
49387	tRNA	tRNA
79557	miRNA	mir-497
79556	miRNA	mir-490
28618	tRNA	tRNA
28619	tRNA	tRNA
79553	miRNA	mir-490
79552	miRNA	mir-490
79551	miRNA	mir-490
79550	miRNA	mir-490
28612	tRNA	tRNA
28613	tRNA	tRNA
28610	tRNA	tRNA
28611	tRNA	tRNA
28616	tRNA	tRNA
28617	tRNA	tRNA
28614	tRNA	tRNA
28615	tRNA	tRNA
92396	psbNH RNA	psbNH
92397	psbNH RNA	psbNH
92394	psbNH RNA	psbNH
4726	16S	16S
92392	psbNH RNA	psbNH
92393	psbNH RNA	psbNH
92390	psbNH RNA	psbNH
92391	psbNH RNA	psbNH
4721	16S	16S
92398	psbNH RNA	psbNH
4720	16S	16S
4723	16S	16S
4722	16S	16S
95610	Group II intron	group-II-D1D4-1
93629	SymR antitoxin	symR
93628	SymR antitoxin	symR
27791	tRNA	tRNA
93625	SymR antitoxin	symR
93624	SymR antitoxin	symR
93627	SymR antitoxin	symR
93626	SymR antitoxin	symR
93621	SymR antitoxin	symR
93620	SymR antitoxin	symR
93623	SymR antitoxin	symR
93622	SymR antitoxin	symR
95611	Group II intron	group-II-D1D4-1
14548	16S	16S
21529	tRNA	tRNA
95837	Group II intron	group-II-D1D4-1
89653	Riboswitch	SAM-I-IV-variant
95616	Group II intron	group-II-D1D4-1
23969	tRNA	tRNA
23968	tRNA	tRNA
23961	tRNA	tRNA
23960	tRNA	tRNA
23963	tRNA	tRNA
23962	tRNA	tRNA
23965	tRNA	tRNA
23964	tRNA	tRNA
23967	tRNA	tRNA
23966	tRNA	tRNA
65978	miRNA	mir-6
65979	miRNA	mir-6
65974	snoRNA	snoZ118
65975	miRNA	mir-6
65976	miRNA	mir-6
65977	miRNA	mir-6
65970	snoRNA	snoZ118
65971	snoRNA	snoZ118
65972	snoRNA	snoZ118
65973	snoRNA	snoZ118
25527	tRNA	tRNA
25526	tRNA	tRNA
25525	tRNA	tRNA
25524	tRNA	tRNA
25523	tRNA	tRNA
25522	tRNA	tRNA
25521	tRNA	tRNA
25520	tRNA	tRNA
25529	tRNA	tRNA
25528	tRNA	tRNA
74240	speF leader	speF
74241	speF leader	speF
74242	speF leader	speF
74243	speF leader	speF
74244	suhB	suhB
74245	suhB	suhB
74246	suhB	suhB
74247	suhB	suhB
74248	suhB	suhB
74249	suhB	suhB
15490	16S	16S
96504	Group II intron	group-II-D1D4-4
15491	16S	16S
97486	IMES-1 RNA motif	IMES-1
13531	16S	16S
13530	16S	16S
15498	16S	16S
15499	16S	16S
13791	16S	16S
13790	16S	16S
13793	16S	16S
41820	tRNA	tRNA
13792	16S	16S
41821	tRNA	tRNA
13795	16S	16S
13794	16S	16S
75113	Viral RNA	HepE_CRE
75112	Viral RNA	HepE_CRE
75111	Viral RNA	HepE_CRE
75110	Viral RNA	HepE_CRE
75117	Viral RNA	HepE_CRE
75116	Viral RNA	HepE_CRE
75115	Viral RNA	HepE_CRE
75114	Viral RNA	HepE_CRE
75119	Viral RNA	HepE_CRE
75118	Viral RNA	HepE_CRE
41338	tRNA	tRNA
41339	tRNA	tRNA
41330	tRNA	tRNA
41331	tRNA	tRNA
41332	tRNA	tRNA
41333	tRNA	tRNA
41334	tRNA	tRNA
41335	tRNA	tRNA
41336	tRNA	tRNA
41337	tRNA	tRNA
40069	tRNA	tRNA
40068	tRNA	tRNA
86449	Bacteroidales-1 RNA	Bacteroidales-1
86448	Bacteroidales-1 RNA	Bacteroidales-1
40063	tRNA	tRNA
40062	tRNA	tRNA
40061	tRNA	tRNA
40060	tRNA	tRNA
40067	tRNA	tRNA
40066	tRNA	tRNA
40065	tRNA	tRNA
40064	tRNA	tRNA
14149	16S	16S
14148	16S	16S
14145	16S	16S
14144	16S	16S
14147	16S	16S
14146	16S	16S
14141	16S	16S
14140	16S	16S
14143	16S	16S
14142	16S	16S
89111	PhotoRC-II RNA	PhotoRC-II
15818	5S	5S
15819	5S	5S
70893	Viral RNA	HIV_PBS
70892	Viral RNA	HIV_PBS
70895	Viral RNA	HIV_PBS
70894	Viral RNA	HIV_PBS
70897	Viral RNA	HIV_PBS
70896	Viral RNA	HIV_PBS
15810	5S	5S
15811	5S	5S
15812	5S	5S
15813	5S	5S
15814	5S	5S
15815	5S	5S
15816	5S	5S
15817	5S	5S
11182	16S	16S
33257	tRNA	tRNA
89117	PhotoRC-II RNA	PhotoRC-II
33254	tRNA	tRNA
33919	tRNA	tRNA
33918	tRNA	tRNA
18338	5S	5S
18339	5S	5S
18332	5S	5S
18333	5S	5S
18330	5S	5S
18331	5S	5S
18336	5S	5S
18337	5S	5S
18334	5S	5S
33916	tRNA	tRNA
38039	tRNA	tRNA
38038	tRNA	tRNA
33250	tRNA	tRNA
76499	Viral RNA	U4atac
76498	Viral RNA	U4atac
38033	tRNA	tRNA
38032	tRNA	tRNA
38031	tRNA	tRNA
38030	tRNA	tRNA
38037	tRNA	tRNA
38036	tRNA	tRNA
38035	tRNA	tRNA
38034	tRNA	tRNA
101539	Ribosomal RNA	LSU_rRNA_eukarya
18679	5S	5S
18678	5S	5S
47598	tRNA	tRNA
47599	tRNA	tRNA
71007	Viral RNA	HIV_PBS
85938	6S-Flavo RNA	6S-Flavo
85939	6S-Flavo RNA	6S-Flavo
47592	tRNA	tRNA
47593	tRNA	tRNA
47590	tRNA	tRNA
47591	tRNA	tRNA
47596	tRNA	tRNA
47597	tRNA	tRNA
47594	tRNA	tRNA
47595	tRNA	tRNA
25245	tRNA	tRNA
83198	snoRNA	SCARNA2
83199	snoRNA	SCARNA2
83196	snoRNA	SCARNA2
83197	snoRNA	SCARNA2
83194	snoRNA	SCARNA2
83195	snoRNA	SCARNA2
83192	snoRNA	SCARNA2
83193	snoRNA	SCARNA2
83190	snoRNA	SCARNA2
83191	snoRNA	SCARNA2
20731	16S	16S
17919	5S	5S
20730	16S	16S
17918	5S	5S
5725	16S	16S
41499	tRNA	tRNA
17912	5S	5S
31517	tRNA	tRNA
31516	tRNA	tRNA
31515	tRNA	tRNA
31514	tRNA	tRNA
31513	tRNA	tRNA
31512	tRNA	tRNA
31511	tRNA	tRNA
31510	tRNA	tRNA
31519	tRNA	tRNA
31518	tRNA	tRNA
19469	5S	5S
19468	5S	5S
19465	5S	5S
19464	5S	5S
19467	5S	5S
19466	5S	5S
19461	5S	5S
19460	5S	5S
19463	5S	5S
19462	5S	5S
81329	Riboswitch	MOCO_RNA_motif
73977	Riboswitch	Glycine
73976	Riboswitch	Glycine
73975	Riboswitch	Glycine
73974	Riboswitch	Glycine
73973	Riboswitch	Glycine
73972	Riboswitch	Glycine
73971	Riboswitch	Glycine
73970	Riboswitch	Glycine
73979	Riboswitch	Glycine
73978	Riboswitch	Glycine
81132	Riboswitch	c-di-GMP-I
81133	Riboswitch	c-di-GMP-I
69240	miRNA	mir-8
81131	Riboswitch	c-di-GMP-I
69246	miRNA	mir-8
69247	miRNA	mir-8
69244	miRNA	mir-8
69245	miRNA	mir-8
100096	ClpQY promoter	ClpQY_promoter
100097	ClpQY promoter	ClpQY_promoter
69248	miRNA	mir-8
69249	miRNA	mir-8
100092	ClpQY promoter	ClpQY_promoter
100093	ClpQY promoter	ClpQY_promoter
100090	ClpQY promoter	ClpQY_promoter
100091	ClpQY promoter	ClpQY_promoter
43749	tRNA	tRNA
43748	tRNA	tRNA
43743	tRNA	tRNA
43742	tRNA	tRNA
43741	tRNA	tRNA
43740	tRNA	tRNA
43747	tRNA	tRNA
43746	tRNA	tRNA
43745	tRNA	tRNA
43744	tRNA	tRNA
90422	crcB RNA	crcB
11498	16S	16S
90420	crcB RNA	crcB
90421	crcB RNA	crcB
90426	crcB RNA	crcB
90427	crcB RNA	crcB
90424	crcB RNA	crcB
11499	16S	16S
90428	crcB RNA	crcB
90429	crcB RNA	crcB
17434	16S	16S
17435	16S	16S
17436	16S	16S
17437	16S	16S
17430	16S	16S
17431	16S	16S
17432	16S	16S
17433	16S	16S
17438	16S	16S
17439	16S	16S
38859	tRNA	tRNA
38858	tRNA	tRNA
38851	tRNA	tRNA
38850	tRNA	tRNA
38853	tRNA	tRNA
38852	tRNA	tRNA
38855	tRNA	tRNA
38854	tRNA	tRNA
38857	tRNA	tRNA
38856	tRNA	tRNA
94787	RNA Fragment	RsaF
80269	miRNA	mir-708
80268	miRNA	mir-708
101329	Ribosomal RNA	LSU_rRNA_bacteria
101328	Ribosomal RNA	LSU_rRNA_bacteria
80265	miRNA	mir-708
80264	miRNA	mir-708
80267	miRNA	mir-708
80266	miRNA	mir-708
80261	miRNA	mir-708
80260	miRNA	mir-708
80263	miRNA	mir-708
80262	miRNA	mir-708
48654	tRNA	tRNA
20125	5S	5S
20126	5S	5S
20127	5S	5S
20120	5S	5S
20121	5S	5S
20122	5S	5S
48653	tRNA	tRNA
62377	tmRNA	tmRNA
62376	tmRNA	tmRNA
62375	tmRNA	tmRNA
62374	tmRNA	tmRNA
20128	5S	5S
20129	5S	5S
62371	tmRNA	tmRNA
62370	tmRNA	tmRNA
12987	16S	16S
12986	16S	16S
12985	16S	16S
85169	snoRNA	Fungi_SRP
85168	snoRNA	Fungi_SRP
12984	16S	16S
85161	snoRNA	Fungi_SRP
12983	16S	16S
85163	snoRNA	Fungi_SRP
85162	snoRNA	Fungi_SRP
85165	snoRNA	Fungi_SRP
85164	snoRNA	Fungi_SRP
85167	snoRNA	Fungi_SRP
12982	16S	16S
59744	tRNA	tRNA
59745	tRNA	tRNA
59746	tRNA	tRNA
59747	tRNA	tRNA
59740	tRNA	tRNA
59741	tRNA	tRNA
59742	tRNA	tRNA
59743	tRNA	tRNA
41724	tRNA	tRNA
59748	tRNA	tRNA
59749	tRNA	tRNA
20089	5S	5S
48659	tRNA	tRNA
20088	5S	5S
54242	tRNA	tRNA
11873	16S	16S
11870	16S	16S
11871	16S	16S
11876	16S	16S
11877	16S	16S
11874	16S	16S
11875	16S	16S
11878	16S	16S
11879	16S	16S
20085	5S	5S
101316	Ribosomal RNA	LSU_rRNA_bacteria
48554	tRNA	tRNA
48553	tRNA	tRNA
48552	tRNA	tRNA
48551	tRNA	tRNA
48550	tRNA	tRNA
38781	tRNA	tRNA
1681	16S	16S
1680	16S	16S
1683	16S	16S
1682	16S	16S
1685	16S	16S
1684	16S	16S
1687	16S	16S
1686	16S	16S
1689	16S	16S
1688	16S	16S
38780	tRNA	tRNA
94590	Signal Recognition Particle RNA	Bacteria_large_SRP
94896	Non-coding RNA LOC285194	TUSC7
94895	snoRNA	CC2171
94894	snoRNA	CC2171
94893	snoRNA	CC2171
94892	snoRNA	CC2171
94891	snoRNA	CC2171
94890	snoRNA	CC2171
94899	Non-coding RNA LOC285194	TUSC7
94898	Non-coding RNA LOC285194	TUSC7
94785	RNA Fragment	RsaF
101317	Ribosomal RNA	LSU_rRNA_bacteria
19793	5S	5S
19792	5S	5S
19791	5S	5S
19790	5S	5S
19797	5S	5S
42561	tRNA	tRNA
80739	miRNA	mir-885
7977	16S	16S
92809	ykkC-III RNA	ykkC-III
92806	ykkC-III RNA	ykkC-III
92807	ykkC-III RNA	ykkC-III
92804	ykkC-III RNA	ykkC-III
80738	miRNA	mir-885
92802	ykkC-III RNA	ykkC-III
92803	ykkC-III RNA	ykkC-III
92800	ykkC-III RNA	ykkC-III
92801	ykkC-III RNA	ykkC-III
89525	Riboswitch	SAM-I-IV-variant
89524	Riboswitch	SAM-I-IV-variant
89527	Riboswitch	SAM-I-IV-variant
89526	Riboswitch	SAM-I-IV-variant
89521	Riboswitch	SAM-I-IV-variant
89520	Riboswitch	SAM-I-IV-variant
89523	Riboswitch	SAM-I-IV-variant
89522	Riboswitch	SAM-I-IV-variant
89529	Riboswitch	SAM-I-IV-variant
80735	miRNA	mir-1306
51362	tRNA	tRNA
51363	tRNA	tRNA
51360	tRNA	tRNA
51361	tRNA	tRNA
51366	tRNA	tRNA
51367	tRNA	tRNA
51364	tRNA	tRNA
51365	tRNA	tRNA
80733	miRNA	mir-1306
51368	tRNA	tRNA
51369	tRNA	tRNA
80732	miRNA	mir-1306
61059	RNA Fragment	RNaseP_bact_a
61058	RNA Fragment	RNaseP_bact_a
61057	RNA Fragment	RNaseP_bact_a
61056	RNA Fragment	RNaseP_bact_a
61055	RNA Fragment	RNaseP_bact_a
61054	RNA Fragment	RNaseP_bact_a
61053	RNA Fragment	RNaseP_bact_a
61052	RNA Fragment	RNaseP_bact_a
61051	RNA Fragment	RNaseP_bact_a
61050	RNA Fragment	RNaseP_bact_a
7971	16S	16S
88242	Flavo-1 RNA	Flavo-1
97002	Group II intron	group-II-D1D4-7
97005	Group II intron	group-II-D1D4-7
97004	Group II intron	group-II-D1D4-7
7970	16S	16S
15403	16S	16S
15402	16S	16S
88244	Flavo-1 RNA	Flavo-1
15401	16S	16S
97009	Group II intron	group-II-D1D4-7
15400	16S	16S
97008	Group II intron	group-II-D1D4-7
6936	16S	16S
15406	16S	16S
2299	16S	16S
2298	16S	16S
8129	16S	16S
2293	16S	16S
2292	16S	16S
2291	16S	16S
2290	16S	16S
2297	16S	16S
2296	16S	16S
2295	16S	16S
2294	16S	16S
51986	tRNA	tRNA
51987	tRNA	tRNA
51984	tRNA	tRNA
51985	tRNA	tRNA
51982	tRNA	tRNA
51983	tRNA	tRNA
51980	tRNA	tRNA
51981	tRNA	tRNA
8125	16S	16S
51988	tRNA	tRNA
51989	tRNA	tRNA
100676	Bacterial sRNA	Ms_IGR-5
8124	16S	16S
59629	tRNA	tRNA
82329	snoRNA	SNORD107
70342	snoRNA	snoMBII-202
10916	16S	16S
10917	16S	16S
10914	16S	16S
10915	16S	16S
10912	16S	16S
10913	16S	16S
10910	16S	16S
10911	16S	16S
10918	16S	16S
10919	16S	16S
59623	tRNA	tRNA
59622	tRNA	tRNA
69036	Ribozyme	glmS
64537	miRNA	mir-181
64536	miRNA	mir-181
64535	miRNA	mir-181
64534	miRNA	mir-181
64533	miRNA	mir-181
64532	miRNA	mir-181
64531	miRNA	mir-181
64530	miRNA	mir-181
100679	Bacterial sRNA	Ms_IGR-5
64539	miRNA	mir-181
64538	miRNA	mir-181
63646	miRNA	mir-2
63647	miRNA	mir-2
94075	Spliceosomal RNA	SmY
94074	Spliceosomal RNA	SmY
22959	tRNA	tRNA
22958	tRNA	tRNA
94071	Spliceosomal RNA	SmY
94070	Spliceosomal RNA	SmY
94073	Spliceosomal RNA	SmY
94072	Spliceosomal RNA	SmY
22953	tRNA	tRNA
22952	tRNA	tRNA
22951	tRNA	tRNA
22950	tRNA	tRNA
22957	tRNA	tRNA
22956	tRNA	tRNA
22955	tRNA	tRNA
22954	tRNA	tRNA
95537	Selenocysteine insertion sequence 2	SECIS_2
95536	Selenocysteine insertion sequence 2	SECIS_2
95535	Selenocysteine insertion sequence 2	SECIS_2
95534	Selenocysteine insertion sequence 2	SECIS_2
53157	tRNA	tRNA
53156	tRNA	tRNA
95531	Pyrrolysine insertion sequence 1	PYLIS_1
99486	Bacterial sRNA	ar15
95530	Pyrrolysine insertion sequence 1	PYLIS_1
19869	5S	5S
91375	glnA RNA	glnA
19868	5S	5S
21079	tRNA	tRNA
21078	tRNA	tRNA
78529	miRNA	mir-126
78528	miRNA	mir-126
78521	miRNA	mir-126
78520	miRNA	mir-126
78523	miRNA	mir-126
78522	miRNA	mir-126
78525	miRNA	mir-126
78524	miRNA	mir-126
78527	miRNA	mir-126
78526	miRNA	mir-126
3049	16S	16S
3048	16S	16S
91166	glnA RNA	glnA
91167	glnA RNA	glnA
91160	glnA RNA	glnA
91161	glnA RNA	glnA
91162	glnA RNA	glnA
19860	5S	5S
3041	16S	16S
3040	16S	16S
3043	16S	16S
3042	16S	16S
3045	16S	16S
3044	16S	16S
3047	16S	16S
3046	16S	16S
27419	tRNA	tRNA
27418	tRNA	tRNA
21076	tRNA	tRNA
27411	tRNA	tRNA
27410	tRNA	tRNA
27413	tRNA	tRNA
27412	tRNA	tRNA
27415	tRNA	tRNA
27414	tRNA	tRNA
27417	tRNA	tRNA
19864	5S	5S
19867	5S	5S
67048	Riboswitch	Lysine
67049	Riboswitch	Lysine
67046	Riboswitch	Lysine
67047	Riboswitch	Lysine
67044	Riboswitch	Lysine
19866	5S	5S
67042	Riboswitch	Lysine
67043	Riboswitch	Lysine
67040	Riboswitch	Lysine
67041	Riboswitch	Lysine
66399	Riboswitch	SAM
66398	Riboswitch	SAM
66391	Riboswitch	SAM
66390	Riboswitch	SAM
66393	Riboswitch	SAM
66392	Riboswitch	SAM
66395	Riboswitch	SAM
66394	Riboswitch	SAM
66397	Riboswitch	SAM
66396	Riboswitch	SAM
29048	tRNA	tRNA
29049	tRNA	tRNA
29044	tRNA	tRNA
29045	tRNA	tRNA
29046	tRNA	tRNA
29047	tRNA	tRNA
29040	tRNA	tRNA
29041	tRNA	tRNA
29042	tRNA	tRNA
